text,label
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
You better watch your back.,Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
I swear I'm gonna hurt you if you say that again.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
"Someone should teach you a lesson, with fists.",Violent/Threatening
You better watch your back.,Violent/Threatening
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
